file_path,class
Single/noisy_41_single_14.wav,Single
Single/noisy_42_single_14.wav,Single
Single/noisy_43_single_14.wav,Single
Single/noisy_44_single_14.wav,Single
Single/noisy_45_single_14.wav,Single
Single/noisy_46_single_14.wav,Single
Single/noisy_47_single_14.wav,Single
Single/noisy_48_single_14.wav,Single
Single/noisy_49_single_14.wav,Single
Single/noisy_50_single_14.wav,Single
Single/noisy_51_single_14.wav,Single
Single/noisy_52_single_14.wav,Single
Single/noisy_53_single_14.wav,Single
Single/noisy_54_single_14.wav,Single
Single/noisy_55_single_14.wav,Single
Single/noisy_56_single_14.wav,Single
Single/noisy_57_single_14.wav,Single
Single/noisy_58_single_14.wav,Single
Single/noisy_59_single_14.wav,Single
Single/noisy_60_single_14.wav,Single
Single/noisy_61_single_14.wav,Single
Single/noisy_62_single_14.wav,Single
Single/noisy_63_single_14.wav,Single
Single/noisy_64_single_14.wav,Single
Single/noisy_65_single_14.wav,Single
Single/noisy_66_single_14.wav,Single
Single/noisy_67_single_14.wav,Single
Single/noisy_68_single_14.wav,Single
Single/noisy_69_single_14.wav,Single
Single/noisy_70_single_14.wav,Single
Single/noisy_71_single_14.wav,Single
Single/noisy_72_single_14.wav,Single
Single/noisy_73_single_14.wav,Single
Single/noisy_74_single_14.wav,Single
Single/noisy_75_single_14.wav,Single
Single/noisy_76_single_14.wav,Single
Single/noisy_77_single_14.wav,Single
Single/noisy_78_single_14.wav,Single
Single/noisy_79_single_14.wav,Single
Single/noisy_80_single_14.wav,Single
Single/noisy_81_single_14.wav,Single
Single/noisy_82_single_14.wav,Single
Single/noisy_83_single_14.wav,Single
Single/noisy_84_single_14.wav,Single
Single/noisy_85_single_14.wav,Single
Single/noisy_86_single_14.wav,Single
Single/noisy_87_single_14.wav,Single
Single/noisy_88_single_14.wav,Single
Single/noisy_89_single_14.wav,Single
Single/noisy_90_single_14.wav,Single
Single/noisy_91_single_14.wav,Single
Single/noisy_92_single_14.wav,Single
Single/noisy_93_single_14.wav,Single
Single/noisy_94_single_14.wav,Single
Single/noisy_95_single_14.wav,Single
Single/noisy_96_single_14.wav,Single
Single/noisy_97_single_14.wav,Single
Single/noisy_98_single_14.wav,Single
Single/noisy_99_single_14.wav,Single
Single/noisy_100_single_14.wav,Single
Single/noisy_101_single_14.wav,Single
Single/noisy_102_single_14.wav,Single
Single/noisy_103_single_14.wav,Single
Single/noisy_104_single_14.wav,Single
Single/noisy_105_single_14.wav,Single
Single/noisy_106_single_14.wav,Single
Single/noisy_107_single_14.wav,Single
Single/noisy_108_single_14.wav,Single
Single/noisy_109_single_14.wav,Single
Single/noisy_110_single_14.wav,Single
Single/noisy_111_single_14.wav,Single
Single/noisy_112_single_14.wav,Single
Single/noisy_113_single_14.wav,Single
Single/noisy_114_single_14.wav,Single
Single/noisy_115_single_14.wav,Single
Single/noisy_116_single_14.wav,Single
Single/noisy_117_single_14.wav,Single
Single/noisy_118_single_14.wav,Single
Single/noisy_119_single_14.wav,Single
Single/shifted_single_15.wav,Single
Single/noisy_0_single_15.wav,Single
Single/noisy_1_single_15.wav,Single
Single/noisy_2_single_15.wav,Single
Single/noisy_3_single_15.wav,Single
Single/noisy_4_single_15.wav,Single
Single/noisy_5_single_15.wav,Single
Single/noisy_6_single_15.wav,Single
Single/noisy_7_single_15.wav,Single
Single/noisy_8_single_15.wav,Single
Single/noisy_9_single_15.wav,Single
Single/noisy_10_single_15.wav,Single
Single/noisy_11_single_15.wav,Single
Single/noisy_12_single_15.wav,Single
Single/noisy_13_single_15.wav,Single
Single/noisy_14_single_15.wav,Single
Single/noisy_15_single_15.wav,Single
Single/noisy_16_single_15.wav,Single
Single/noisy_17_single_15.wav,Single
Single/noisy_18_single_15.wav,Single
Single/noisy_19_single_15.wav,Single
Single/noisy_20_single_15.wav,Single
Single/noisy_21_single_15.wav,Single
Single/noisy_22_single_15.wav,Single
Single/noisy_23_single_15.wav,Single
Single/noisy_24_single_15.wav,Single
Single/noisy_25_single_15.wav,Single
Single/noisy_26_single_15.wav,Single
Single/noisy_27_single_15.wav,Single
Single/noisy_28_single_15.wav,Single
Single/noisy_29_single_15.wav,Single
Single/noisy_30_single_15.wav,Single
Single/noisy_31_single_15.wav,Single
Single/noisy_32_single_15.wav,Single
Single/noisy_33_single_15.wav,Single
Single/noisy_34_single_15.wav,Single
Single/noisy_35_single_15.wav,Single
Single/noisy_36_single_15.wav,Single
Single/noisy_37_single_15.wav,Single
Single/noisy_38_single_15.wav,Single
Single/noisy_39_single_15.wav,Single
Single/noisy_40_single_15.wav,Single
Single/noisy_41_single_15.wav,Single
Single/noisy_42_single_15.wav,Single
Single/noisy_43_single_15.wav,Single
Single/noisy_44_single_15.wav,Single
Single/noisy_45_single_15.wav,Single
Single/noisy_46_single_15.wav,Single
Single/noisy_47_single_15.wav,Single
Single/noisy_48_single_15.wav,Single
Single/noisy_49_single_15.wav,Single
Single/noisy_50_single_15.wav,Single
Single/noisy_51_single_15.wav,Single
Single/noisy_52_single_15.wav,Single
Single/noisy_53_single_15.wav,Single
Single/noisy_54_single_15.wav,Single
Single/noisy_55_single_15.wav,Single
Single/noisy_56_single_15.wav,Single
Single/noisy_57_single_15.wav,Single
Single/noisy_58_single_15.wav,Single
Single/noisy_59_single_15.wav,Single
Single/noisy_60_single_15.wav,Single
Single/noisy_61_single_15.wav,Single
Single/noisy_62_single_15.wav,Single
Single/noisy_63_single_15.wav,Single
Single/noisy_64_single_15.wav,Single
Single/noisy_65_single_15.wav,Single
Single/noisy_66_single_15.wav,Single
Single/noisy_67_single_15.wav,Single
Single/noisy_68_single_15.wav,Single
Single/noisy_69_single_15.wav,Single
Single/noisy_70_single_15.wav,Single
Single/noisy_71_single_15.wav,Single
Single/noisy_72_single_15.wav,Single
Single/noisy_73_single_15.wav,Single
Single/noisy_74_single_15.wav,Single
Single/noisy_75_single_15.wav,Single
Single/noisy_76_single_15.wav,Single
Single/noisy_77_single_15.wav,Single
Single/noisy_78_single_15.wav,Single
Single/noisy_79_single_15.wav,Single
Single/noisy_80_single_15.wav,Single
Single/noisy_81_single_15.wav,Single
Single/noisy_82_single_15.wav,Single
Single/noisy_83_single_15.wav,Single
Single/noisy_84_single_15.wav,Single
Single/noisy_85_single_15.wav,Single
Single/noisy_86_single_15.wav,Single
Single/noisy_87_single_15.wav,Single
Single/noisy_88_single_15.wav,Single
Single/noisy_89_single_15.wav,Single
Single/noisy_90_single_15.wav,Single
Single/noisy_91_single_15.wav,Single
Single/noisy_92_single_15.wav,Single
Single/noisy_93_single_15.wav,Single
Single/noisy_94_single_15.wav,Single
Single/noisy_95_single_15.wav,Single
Single/noisy_96_single_15.wav,Single
Single/noisy_97_single_15.wav,Single
Single/noisy_98_single_15.wav,Single
Single/noisy_99_single_15.wav,Single
Single/noisy_100_single_15.wav,Single
Single/noisy_101_single_15.wav,Single
Single/noisy_102_single_15.wav,Single
Single/noisy_103_single_15.wav,Single
Single/noisy_104_single_15.wav,Single
Single/noisy_105_single_15.wav,Single
Single/noisy_106_single_15.wav,Single
Single/noisy_107_single_15.wav,Single
Single/noisy_108_single_15.wav,Single
Single/noisy_109_single_15.wav,Single
Single/noisy_110_single_15.wav,Single
Single/noisy_111_single_15.wav,Single
Single/noisy_112_single_15.wav,Single
Single/noisy_113_single_15.wav,Single
Single/noisy_114_single_15.wav,Single
Single/noisy_115_single_15.wav,Single
Single/noisy_116_single_15.wav,Single
Single/noisy_117_single_15.wav,Single
Single/noisy_118_single_15.wav,Single
Single/noisy_119_single_15.wav,Single
Single/shifted_single_13.wav,Single
Single/noisy_0_single_13.wav,Single
Single/noisy_1_single_13.wav,Single
Single/noisy_2_single_13.wav,Single
Single/noisy_3_single_13.wav,Single
Single/noisy_4_single_13.wav,Single
Single/noisy_5_single_13.wav,Single
Single/noisy_6_single_13.wav,Single
Single/noisy_7_single_13.wav,Single
Single/noisy_8_single_13.wav,Single
Single/noisy_9_single_13.wav,Single
Single/noisy_10_single_13.wav,Single
Single/noisy_11_single_13.wav,Single
Single/noisy_12_single_13.wav,Single
Single/noisy_13_single_13.wav,Single
Single/noisy_14_single_13.wav,Single
Single/noisy_15_single_13.wav,Single
Single/noisy_16_single_13.wav,Single
Single/noisy_17_single_13.wav,Single
Single/noisy_18_single_13.wav,Single
Single/noisy_19_single_13.wav,Single
Single/noisy_20_single_13.wav,Single
Single/noisy_21_single_13.wav,Single
Single/noisy_22_single_13.wav,Single
Single/noisy_23_single_13.wav,Single
Single/noisy_24_single_13.wav,Single
Single/noisy_25_single_13.wav,Single
Single/noisy_26_single_13.wav,Single
Single/noisy_27_single_13.wav,Single
Single/noisy_28_single_13.wav,Single
Single/noisy_29_single_13.wav,Single
Single/noisy_30_single_13.wav,Single
Single/noisy_31_single_13.wav,Single
Single/noisy_32_single_13.wav,Single
Single/noisy_33_single_13.wav,Single
Single/noisy_34_single_13.wav,Single
Single/noisy_35_single_13.wav,Single
Single/noisy_36_single_13.wav,Single
Single/noisy_37_single_13.wav,Single
Single/noisy_38_single_13.wav,Single
Single/noisy_39_single_13.wav,Single
Single/noisy_40_single_13.wav,Single
Single/noisy_41_single_13.wav,Single
Single/noisy_42_single_13.wav,Single
Single/noisy_43_single_13.wav,Single
Single/noisy_44_single_13.wav,Single
Single/noisy_45_single_13.wav,Single
Single/noisy_46_single_13.wav,Single
Single/noisy_47_single_13.wav,Single
Single/noisy_48_single_13.wav,Single
Single/noisy_49_single_13.wav,Single
Single/noisy_50_single_13.wav,Single
Single/noisy_51_single_13.wav,Single
Single/noisy_52_single_13.wav,Single
Single/noisy_53_single_13.wav,Single
Single/noisy_54_single_13.wav,Single
Single/noisy_55_single_13.wav,Single
Single/noisy_56_single_13.wav,Single
Single/noisy_57_single_13.wav,Single
Single/noisy_58_single_13.wav,Single
Single/noisy_59_single_13.wav,Single
Single/noisy_60_single_13.wav,Single
Single/noisy_61_single_13.wav,Single
Single/noisy_62_single_13.wav,Single
Single/noisy_63_single_13.wav,Single
Single/noisy_64_single_13.wav,Single
Single/noisy_65_single_13.wav,Single
Single/noisy_66_single_13.wav,Single
Single/noisy_67_single_13.wav,Single
Single/noisy_68_single_13.wav,Single
Single/noisy_69_single_13.wav,Single
Single/noisy_70_single_13.wav,Single
Single/noisy_71_single_13.wav,Single
Single/noisy_72_single_13.wav,Single
Single/noisy_73_single_13.wav,Single
Single/noisy_74_single_13.wav,Single
Single/noisy_75_single_13.wav,Single
Single/noisy_76_single_13.wav,Single
Single/noisy_77_single_13.wav,Single
Single/noisy_78_single_13.wav,Single
Single/noisy_79_single_13.wav,Single
Single/noisy_80_single_13.wav,Single
Single/noisy_81_single_13.wav,Single
Single/noisy_82_single_13.wav,Single
Single/noisy_83_single_13.wav,Single
Single/noisy_84_single_13.wav,Single
Single/noisy_85_single_13.wav,Single
Single/noisy_86_single_13.wav,Single
Single/noisy_87_single_13.wav,Single
Single/noisy_88_single_13.wav,Single
Single/noisy_89_single_13.wav,Single
Single/noisy_90_single_13.wav,Single
Single/noisy_91_single_13.wav,Single
Single/noisy_92_single_13.wav,Single
Single/noisy_93_single_13.wav,Single
Single/noisy_94_single_13.wav,Single
Single/noisy_95_single_13.wav,Single
Single/noisy_96_single_13.wav,Single
Single/noisy_97_single_13.wav,Single
Single/noisy_98_single_13.wav,Single
Single/noisy_99_single_13.wav,Single
Single/noisy_100_single_13.wav,Single
Single/noisy_101_single_13.wav,Single
Single/noisy_102_single_13.wav,Single
Single/noisy_103_single_13.wav,Single
Single/noisy_104_single_13.wav,Single
Single/noisy_105_single_13.wav,Single
Single/noisy_106_single_13.wav,Single
Single/noisy_107_single_13.wav,Single
Single/noisy_108_single_13.wav,Single
Single/noisy_109_single_13.wav,Single
Single/noisy_110_single_13.wav,Single
Single/noisy_111_single_13.wav,Single
Single/noisy_112_single_13.wav,Single
Single/noisy_113_single_13.wav,Single
Single/noisy_114_single_13.wav,Single
Single/noisy_115_single_13.wav,Single
Single/noisy_116_single_13.wav,Single
Single/noisy_117_single_13.wav,Single
Single/noisy_118_single_13.wav,Single
Single/noisy_119_single_13.wav,Single
Single/shifted_single_11.wav,Single
Single/noisy_0_single_11.wav,Single
Single/noisy_1_single_11.wav,Single
Single/noisy_2_single_11.wav,Single
Single/noisy_3_single_11.wav,Single
Single/noisy_4_single_11.wav,Single
Single/noisy_5_single_11.wav,Single
Single/noisy_6_single_11.wav,Single
Single/noisy_7_single_11.wav,Single
Single/noisy_8_single_11.wav,Single
Single/noisy_9_single_11.wav,Single
Single/noisy_10_single_11.wav,Single
Single/noisy_11_single_11.wav,Single
Single/noisy_12_single_11.wav,Single
Single/noisy_13_single_11.wav,Single
Single/noisy_14_single_11.wav,Single
Single/noisy_15_single_11.wav,Single
Single/noisy_16_single_11.wav,Single
Single/noisy_17_single_11.wav,Single
Single/noisy_18_single_11.wav,Single
Single/noisy_19_single_11.wav,Single
Single/noisy_20_single_11.wav,Single
Single/noisy_21_single_11.wav,Single
Single/noisy_22_single_11.wav,Single
Single/noisy_23_single_11.wav,Single
Single/noisy_24_single_11.wav,Single
Single/noisy_25_single_11.wav,Single
Single/noisy_26_single_11.wav,Single
Single/noisy_27_single_11.wav,Single
Single/noisy_28_single_11.wav,Single
Single/noisy_29_single_11.wav,Single
Single/noisy_30_single_11.wav,Single
Single/noisy_31_single_11.wav,Single
Single/noisy_32_single_11.wav,Single
Single/noisy_33_single_11.wav,Single
Single/noisy_34_single_11.wav,Single
Single/noisy_35_single_11.wav,Single
Single/noisy_36_single_11.wav,Single
Single/noisy_37_single_11.wav,Single
Single/noisy_38_single_11.wav,Single
Single/noisy_39_single_11.wav,Single
Single/noisy_40_single_11.wav,Single
Single/noisy_41_single_11.wav,Single
Single/noisy_42_single_11.wav,Single
Single/noisy_43_single_11.wav,Single
Single/noisy_44_single_11.wav,Single
Single/noisy_45_single_11.wav,Single
Single/noisy_46_single_11.wav,Single
Single/noisy_47_single_11.wav,Single
Single/noisy_48_single_11.wav,Single
Single/noisy_49_single_11.wav,Single
Single/noisy_50_single_11.wav,Single
Single/noisy_51_single_11.wav,Single
Single/noisy_52_single_11.wav,Single
Single/noisy_53_single_11.wav,Single
Single/noisy_54_single_11.wav,Single
Single/noisy_55_single_11.wav,Single
Single/noisy_56_single_11.wav,Single
Single/noisy_57_single_11.wav,Single
Single/noisy_58_single_11.wav,Single
Single/noisy_59_single_11.wav,Single
Single/noisy_60_single_11.wav,Single
Single/noisy_61_single_11.wav,Single
Single/noisy_62_single_11.wav,Single
Single/noisy_63_single_11.wav,Single
Single/noisy_64_single_11.wav,Single
Single/noisy_65_single_11.wav,Single
Single/noisy_66_single_11.wav,Single
Single/noisy_67_single_11.wav,Single
Single/noisy_68_single_11.wav,Single
Single/noisy_69_single_11.wav,Single
Single/noisy_70_single_11.wav,Single
Single/noisy_71_single_11.wav,Single
Single/noisy_72_single_11.wav,Single
Single/noisy_73_single_11.wav,Single
Single/noisy_74_single_11.wav,Single
Single/noisy_75_single_11.wav,Single
Single/noisy_76_single_11.wav,Single
Single/noisy_77_single_11.wav,Single
Single/noisy_78_single_11.wav,Single
Single/noisy_79_single_11.wav,Single
Single/noisy_80_single_11.wav,Single
Single/noisy_81_single_11.wav,Single
Single/noisy_82_single_11.wav,Single
Single/noisy_83_single_11.wav,Single
Single/noisy_84_single_11.wav,Single
Single/noisy_85_single_11.wav,Single
Single/noisy_86_single_11.wav,Single
Single/noisy_87_single_11.wav,Single
Single/noisy_88_single_11.wav,Single
Single/noisy_89_single_11.wav,Single
Single/noisy_90_single_11.wav,Single
Single/noisy_91_single_11.wav,Single
Single/noisy_92_single_11.wav,Single
Single/noisy_93_single_11.wav,Single
Single/noisy_94_single_11.wav,Single
Single/noisy_95_single_11.wav,Single
Single/noisy_96_single_11.wav,Single
Single/noisy_97_single_11.wav,Single
Single/noisy_98_single_11.wav,Single
Single/noisy_99_single_11.wav,Single
Single/noisy_100_single_11.wav,Single
Single/noisy_101_single_11.wav,Single
Single/noisy_102_single_11.wav,Single
Single/noisy_103_single_11.wav,Single
Single/noisy_104_single_11.wav,Single
Single/noisy_105_single_11.wav,Single
Single/noisy_106_single_11.wav,Single
Single/noisy_107_single_11.wav,Single
Single/noisy_108_single_11.wav,Single
Single/noisy_109_single_11.wav,Single
Single/noisy_110_single_11.wav,Single
Single/noisy_111_single_11.wav,Single
Single/noisy_112_single_11.wav,Single
Single/noisy_113_single_11.wav,Single
Single/noisy_114_single_11.wav,Single
Single/noisy_115_single_11.wav,Single
Single/noisy_116_single_11.wav,Single
Single/noisy_117_single_11.wav,Single
Single/noisy_118_single_11.wav,Single
Single/noisy_119_single_11.wav,Single
Single/shifted_single_12.wav,Single
Single/noisy_0_single_12.wav,Single
Single/noisy_1_single_12.wav,Single
Single/noisy_2_single_12.wav,Single
Single/noisy_3_single_12.wav,Single
Single/noisy_4_single_12.wav,Single
Single/noisy_5_single_12.wav,Single
Single/noisy_6_single_12.wav,Single
Single/noisy_7_single_12.wav,Single
Single/noisy_8_single_12.wav,Single
Single/noisy_9_single_12.wav,Single
Single/noisy_10_single_12.wav,Single
Single/noisy_11_single_12.wav,Single
Single/noisy_12_single_12.wav,Single
Single/noisy_13_single_12.wav,Single
Single/noisy_14_single_12.wav,Single
Single/noisy_15_single_12.wav,Single
Single/noisy_16_single_12.wav,Single
Single/noisy_17_single_12.wav,Single
Single/noisy_18_single_12.wav,Single
Single/noisy_19_single_12.wav,Single
Single/noisy_20_single_12.wav,Single
Single/noisy_21_single_12.wav,Single
Single/noisy_22_single_12.wav,Single
Single/noisy_23_single_12.wav,Single
Single/noisy_24_single_12.wav,Single
Single/noisy_25_single_12.wav,Single
Single/noisy_26_single_12.wav,Single
Single/noisy_27_single_12.wav,Single
Single/noisy_28_single_12.wav,Single
Single/noisy_29_single_12.wav,Single
Single/noisy_30_single_12.wav,Single
Single/noisy_31_single_12.wav,Single
Single/noisy_32_single_12.wav,Single
Single/noisy_33_single_12.wav,Single
Single/noisy_34_single_12.wav,Single
Single/noisy_35_single_12.wav,Single
Single/noisy_36_single_12.wav,Single
Single/noisy_37_single_12.wav,Single
Single/noisy_38_single_12.wav,Single
Single/noisy_39_single_12.wav,Single
Single/noisy_40_single_12.wav,Single
Single/noisy_41_single_12.wav,Single
Single/noisy_42_single_12.wav,Single
Single/noisy_43_single_12.wav,Single
Single/noisy_44_single_12.wav,Single
Single/noisy_45_single_12.wav,Single
Single/noisy_46_single_12.wav,Single
Single/noisy_47_single_12.wav,Single
Single/noisy_48_single_12.wav,Single
Single/noisy_49_single_12.wav,Single
Single/noisy_50_single_12.wav,Single
Single/noisy_51_single_12.wav,Single
Single/noisy_52_single_12.wav,Single
Single/noisy_53_single_12.wav,Single
Single/noisy_54_single_12.wav,Single
Single/noisy_55_single_12.wav,Single
Single/noisy_56_single_12.wav,Single
Single/noisy_57_single_12.wav,Single
Single/noisy_58_single_12.wav,Single
Single/noisy_59_single_12.wav,Single
Single/noisy_60_single_12.wav,Single
Single/noisy_61_single_12.wav,Single
Single/noisy_62_single_12.wav,Single
Single/noisy_63_single_12.wav,Single
Single/noisy_64_single_12.wav,Single
Single/noisy_65_single_12.wav,Single
Single/noisy_66_single_12.wav,Single
Single/noisy_67_single_12.wav,Single
Single/noisy_68_single_12.wav,Single
Single/noisy_69_single_12.wav,Single
Single/noisy_70_single_12.wav,Single
Single/noisy_71_single_12.wav,Single
Single/noisy_72_single_12.wav,Single
Single/noisy_73_single_12.wav,Single
Single/noisy_74_single_12.wav,Single
Single/noisy_75_single_12.wav,Single
Single/noisy_76_single_12.wav,Single
Single/noisy_77_single_12.wav,Single
Single/noisy_78_single_12.wav,Single
Single/noisy_79_single_12.wav,Single
Single/noisy_80_single_12.wav,Single
Single/noisy_81_single_12.wav,Single
Single/noisy_82_single_12.wav,Single
Single/noisy_83_single_12.wav,Single
Single/noisy_84_single_12.wav,Single
Single/noisy_85_single_12.wav,Single
Single/noisy_86_single_12.wav,Single
Single/noisy_87_single_12.wav,Single
Single/noisy_88_single_12.wav,Single
Single/noisy_89_single_12.wav,Single
Single/noisy_90_single_12.wav,Single
Single/noisy_91_single_12.wav,Single
Single/noisy_92_single_12.wav,Single
Single/noisy_93_single_12.wav,Single
Single/noisy_94_single_12.wav,Single
Single/noisy_95_single_12.wav,Single
Single/noisy_96_single_12.wav,Single
Single/noisy_97_single_12.wav,Single
Single/noisy_98_single_12.wav,Single
Single/noisy_99_single_12.wav,Single
Single/noisy_100_single_12.wav,Single
Single/noisy_101_single_12.wav,Single
Single/noisy_102_single_12.wav,Single
Single/noisy_103_single_12.wav,Single
Single/noisy_104_single_12.wav,Single
Single/noisy_105_single_12.wav,Single
Single/noisy_106_single_12.wav,Single
Single/noisy_107_single_12.wav,Single
Single/noisy_108_single_12.wav,Single
Single/noisy_109_single_12.wav,Single
Single/noisy_110_single_12.wav,Single
Single/noisy_111_single_12.wav,Single
Single/noisy_112_single_12.wav,Single
Single/noisy_113_single_12.wav,Single
Single/noisy_114_single_12.wav,Single
Single/noisy_115_single_12.wav,Single
Single/noisy_116_single_12.wav,Single
Single/noisy_117_single_12.wav,Single
Single/noisy_118_single_12.wav,Single
Single/noisy_119_single_12.wav,Single
Single/shifted_single_1.wav,Single
Single/noisy_0_single_1.wav,Single
Single/noisy_1_single_1.wav,Single
Single/noisy_2_single_1.wav,Single
Single/noisy_3_single_1.wav,Single
Single/noisy_4_single_1.wav,Single
Single/noisy_5_single_1.wav,Single
Single/noisy_6_single_1.wav,Single
Single/noisy_7_single_1.wav,Single
Single/noisy_8_single_1.wav,Single
Single/noisy_9_single_1.wav,Single
Single/noisy_10_single_1.wav,Single
Single/noisy_11_single_1.wav,Single
Single/noisy_12_single_1.wav,Single
Single/noisy_13_single_1.wav,Single
Single/noisy_14_single_1.wav,Single
Single/noisy_15_single_1.wav,Single
Single/noisy_16_single_1.wav,Single
Single/noisy_17_single_1.wav,Single
Single/noisy_18_single_1.wav,Single
Single/noisy_19_single_1.wav,Single
Single/noisy_20_single_1.wav,Single
Single/noisy_21_single_1.wav,Single
Single/noisy_22_single_1.wav,Single
Single/noisy_23_single_1.wav,Single
Single/noisy_24_single_1.wav,Single
Single/noisy_25_single_1.wav,Single
Single/noisy_26_single_1.wav,Single
Single/noisy_27_single_1.wav,Single
Single/noisy_28_single_1.wav,Single
Single/noisy_29_single_1.wav,Single
Single/noisy_30_single_1.wav,Single
Single/noisy_31_single_1.wav,Single
Single/noisy_32_single_1.wav,Single
Single/noisy_33_single_1.wav,Single
Single/noisy_34_single_1.wav,Single
Single/noisy_35_single_1.wav,Single
Single/noisy_36_single_1.wav,Single
Single/noisy_37_single_1.wav,Single
Single/noisy_38_single_1.wav,Single
Single/noisy_39_single_1.wav,Single
Single/noisy_40_single_1.wav,Single
Single/noisy_41_single_1.wav,Single
Single/noisy_42_single_1.wav,Single
Single/noisy_43_single_1.wav,Single
Single/noisy_44_single_1.wav,Single
Single/noisy_45_single_1.wav,Single
Single/noisy_46_single_1.wav,Single
Single/noisy_47_single_1.wav,Single
Single/noisy_48_single_1.wav,Single
Single/noisy_49_single_1.wav,Single
Single/noisy_50_single_1.wav,Single
Single/noisy_51_single_1.wav,Single
Single/noisy_52_single_1.wav,Single
Single/noisy_53_single_1.wav,Single
Single/noisy_54_single_1.wav,Single
Single/noisy_55_single_1.wav,Single
Single/noisy_56_single_1.wav,Single
Single/noisy_57_single_1.wav,Single
Single/noisy_58_single_1.wav,Single
Single/noisy_59_single_1.wav,Single
Single/noisy_60_single_1.wav,Single
Single/noisy_61_single_1.wav,Single
Single/noisy_62_single_1.wav,Single
Single/noisy_63_single_1.wav,Single
Single/noisy_64_single_1.wav,Single
Single/noisy_65_single_1.wav,Single
Single/noisy_66_single_1.wav,Single
Single/noisy_67_single_1.wav,Single
Single/noisy_68_single_1.wav,Single
Single/noisy_69_single_1.wav,Single
Single/noisy_70_single_1.wav,Single
Single/noisy_71_single_1.wav,Single
Single/noisy_72_single_1.wav,Single
Single/noisy_73_single_1.wav,Single
Single/noisy_74_single_1.wav,Single
Single/noisy_75_single_1.wav,Single
Single/noisy_76_single_1.wav,Single
Single/noisy_77_single_1.wav,Single
Single/noisy_78_single_1.wav,Single
Single/noisy_79_single_1.wav,Single
Single/noisy_80_single_1.wav,Single
Single/noisy_81_single_1.wav,Single
Single/noisy_82_single_1.wav,Single
Single/noisy_83_single_1.wav,Single
Single/noisy_84_single_1.wav,Single
Single/noisy_85_single_1.wav,Single
Single/noisy_86_single_1.wav,Single
Single/noisy_87_single_1.wav,Single
Single/noisy_88_single_1.wav,Single
Single/noisy_89_single_1.wav,Single
Single/noisy_90_single_1.wav,Single
Single/noisy_91_single_1.wav,Single
Single/noisy_92_single_1.wav,Single
Single/noisy_93_single_1.wav,Single
Single/noisy_94_single_1.wav,Single
Single/noisy_95_single_1.wav,Single
Single/noisy_96_single_1.wav,Single
Single/noisy_97_single_1.wav,Single
